watershed,dorsal.spine.1.len.mm.lateral,dorsal.spine.2.len.mm.lateral,dorsal.fin.len.mm.lateral,caudal.depth.mm.lateral,anal.fin.len.mm.lateral,pect.fin.insertion.len.mm.lateral,body.depth.mm.lateral,mouth.len.mm.lateral,snout.len.mm.lateral,eye.diam.mm.lateral,head.len.mm.lateral,pect.fin.wid.len.mm.lateral,pect.fin.len.mm.lateral,pect.fin.perim.mm.lateral,pect.fin.area.mm.lateral,standard.len.mm.lateral,buccal.cavity.length.mm,gape.width.mm,body.width.eye.mm,body.width.midbody.mm,pelvic.girdle.width.mm,pelvic.girdle.diamond.width.mm,pelvic.girdle.length.mm,pelvic.girdle.diamond.length.mm,body.width.anal.1.mm,body.width.anal.2.mm,Habitat.L.0..S.1,Mass.g,Standard.Length.mm,Left.Side.Pelvic.Spine.Length.mm,Left.Side.Plate.Count,Right.Side.Pelvic.Spine.Length.mm,Right.side.plate.count,Right.side.gill.raker.number.insitu,Right.Side.Gill.Raker.Number.dissected,Length.longest.raker.mm,Length.2nd.longest.raker.mm,Length.3rd.longest.raker.mm,raker.density.per.mm
swan,5.11,4.95,7.98,1.74,6.24,2.45,9.04,2.25,2.88,3.88,11.51,5.6,4.53,15.91,452.5,36.75,8.13,2.41,1.87,3.6,4.32,2.74,6.19,4.55,3.47,2.15,0,0.75,35.71,5.77,8,5.86,7,19,19,0.75,0.66,0.69,3.65
swan,4.39,4.77,8.77,1.5,7.04,1.69,7.72,2.11,2.38,3.71,11.11,5.16,4.88,16.53,483.11,36.67,8.13,2.17,1.71,3.31,3.63,2.64,7.82,5.7,3.22,2,0,0.66,36.5,6.05,8,5.76,8,17,17,0.88,0.89,0.81,3.83
swan,4.24,5.31,8.73,1.49,6.33,1.33,7.52,1.74,2.49,3.41,10.56,5.58,4.33,16.1,453.93,35.37,8.6,2.04,1.42,2.84,3.21,2.48,8.01,5.46,3.15,2.15,0,0.61,34.58,6.16,7,6.23,7,18,18,0.91,0.82,0.89,4.04
swan,3.16,3.57,6.42,1.27,4.25,1.69,7.03,1.48,1.82,3.25,8.58,3.47,3.83,11.36,193.66,29.84,6.94,1.94,1.35,3.14,3.48,2.02,4.84,3.86,2.16,1.68,0,0.39,29.27,4.48,9,4.48,7,16,16,0.58,0.6,0.66,5.04
swan,3.54,4.72,8.73,1.73,6.26,1.73,7.85,1.77,2.32,3.24,10.54,5.3,4.38,15.2,391.47,37,8.46,2.11,1.91,2.86,3.68,2.35,7.25,4.97,3.09,1.98,0,0.67,36.4,5.55,7,5.68,7,17,17,0.72,0.65,0.78,3.66
swan,4.41,5.3,8.54,1.97,6.35,1.63,9.19,2.35,3.03,3.91,12.07,5.69,4.85,16.52,492.53,37.22,9.28,2.96,2.38,3.22,4.14,2.33,7.1,6.38,3.44,2.47,0,0.81,36.14,6.29,7,6.59,7,18,17left one on roof of mouth,0.83,0.65,0.76,3.46
swan,4.42,4.5,9.1,1.87,5.5,2.32,9.31,2.72,3.24,4.22,12.9,6.71,5.38,18.73,631.99,40.37,10.21,2.6,2.18,3.67,4.38,2.97,7.85,5.66,3.52,2.54,0,1.04,40.02,5.98,8,6,8,15,15,0.81,0.8,0.78,3.77
swan,5.02,5.82,11.63,2.16,8.24,3.24,11.43,2.32,3.73,5.02,15.29,7.82,5.98,22.96,967.04,47.67,11.28,3.28,2.35,4.54,5.49,3.79,9.06,6.94,3.92,2.78,0,1.85,47.4,6.97,8,6.99,8,16,16,1.09,1.09,1.09,2.38
swan,4.19,5.18,11.37,2.05,6.88,3.04,10.26,2.87,3.57,4.47,13.79,7.3,5.73,21.23,810.6,44.94,10.6,2.8,1.6,3.83,4.72,3.26,8.34,5.95,3.7,2.62,0,1.29,43.66,6.34,7,6.46,8,18,18,0.93,0.96,0.96,3.13
swan,5.38,6.22,12.62,2.3,7.86,3.11,11.92,2.84,3.52,4.67,14.93,8.51,6.35,23.27,1017.91,50.94,11.12,3.4,2.61,5.58,5.57,3.9,10.02,7.64,4.38,2.95,0,2.09,49.52,7.51,7,7.48,7,16,16,0.96,0.97,0.84,2.7
swan,4.43,4.73,8.01,1.57,6.34,2.28,7.89,1.96,2.68,3.92,11.04,3.37,4.78,14.22,361.04,35.19,8.45,2.51,2.01,3.06,3.7,2.4,6.44,4.51,3.08,2.09,0,0.64,34.47,5.97,6,5.9,7,16,13three left on roof of mouth and subsequently lost,0.79,0.79,0.75,3.61
swan,5.63,6.08,11.06,2.24,8.67,2.35,10.59,2.59,3.31,4.06,13.51,6.9,5.63,19.75,685.09,45.52,10.72,3.6,3.36,4.33,5.2,3.67,9.37,7.22,4.33,2.72,0,1.56,45.11,7.56,7,7.48,6,17,17,1.06,1.04,1.01,3
swan,5.3,6.52,11.96,2.25,8.51,3.83,11.51,2.44,3.65,4.52,14.87,7.8,5.7,21.66,844.46,51.12,11.46,3.22,2.83,4.4,5.54,3.98,11.48,8.45,4,3.08,0,1.94,50.78,7.02,8,7.36,8,16,16,0.98,1,0.74,2.5
swan,4.69,5.38,9.14,1.81,6.78,2.43,9.51,2.5,2.92,4.09,12.66,6.73,5.38,19.33,630.75,39.22,9.89,2.74,1.89,3.84,4.16,2.96,8.36,5.54,3.43,2.32,0,0.93,38.04,6.28,7,6.44,8,17,17,1.06,1.02,0.99,3.13
swan,4.98,5.92,10.67,2.25,6.18,4.09,10.8,2.27,2.92,4.05,12.76,7.46,5.51,20.13,667.02,46.43,9.28,2.79,2.17,4.55,5.16,3.85,9.52,6.91,3.64,2.61,0,1.51,44.16,6.97,7,7.08,7,16,16,0.91,0.9,0.85,3.12
swan,5.04,5.83,9.88,2.24,5.99,2.95,9.92,2.3,3.17,4.55,13.62,7.95,5.93,21.83,905.07,46.54,10.48,3.11,2.19,4.06,4.98,3.7,10.23,7.05,3.78,2.39,0,1.49,45.39,6.28,7,6.45,7,16,16,0.97,0.94,0.91,2.61
swan,3.9,4.59,9.9,1.9,6.74,2.89,9.56,2.43,3.17,4.01,12.5,7.79,5.1,19.99,688.29,40.21,9.36,2.94,2.5,4.27,4.87,3.18,8.46,5.99,3.69,2.5,0,1.08,39.89,6.15,8,5.93,8,17,17,1,1.02,0.91,3.66
swan,4.3,5.27,8.41,1.83,6.03,2.25,7.64,2.28,2.73,3.6,10.94,5.53,4.09,15.34,390.27,36.53,8.74,2.2,1.57,3.25,3.84,2.42,7.26,5.1,3.1,2.12,0,0.64,35.3,6.28,7,6.27,7,17,17,0.66,0.64,0.6,3.71
swan,4.25,4.87,8.69,1.89,6.02,2.53,8.48,1.73,2.39,3.6,10.71,4.17,4.43,14.3,373.23,36.52,8.76,2.45,2.01,2.81,3.71,2.38,7.11,5.11,3.33,2.53,0,0.74,36.3,5.73,6,5.88,6,16,16,0.67,0.74,0.72,3.94
swan,5.09,6.23,9.83,1.68,4.89,2.5,9.33,2.14,3.01,3.88,12.28,7.2,4.92,19.77,702.2,41.75,9.6,2.62,2.4,3.61,4.3,2.63,9.22,6.7,3.29,2.27,0,0.97,40.75,7.9,8,7.71,7,16,16,0.88,0.86,0.76,3.6
swan,4.65,5.76,8.86,1.73,6.13,2.49,9.35,1.92,2.81,3.7,11.79,6.46,4.97,18.13,557.16,39.76,8.57,2.52,2.12,2.96,4,2.38,6.99,5.26,3.43,2.32,0,0.84,38.67,6.81,7,6.55,8,18,17 one along bottom left behind,0.8,0.78,0.65,4.33
swan,3.84,4.88,8.71,1.78,5.01,1.7,8.53,1.9,2.28,3.66,10.99,5.52,4.97,16.26,473.46,38.19,8.53,2.37,1.65,3.19,3.91,2.4,7.17,5.16,3.16,2.25,0,0.7,36.57,6.07,8,6,8,16,16,0.72,0.73,0.64,3.64
swan,3.48,5.03,7.15,1.57,5.23,2.24,8.01,1.55,2.04,3.74,10.26,5.19,4.23,14.68,403.94,35.25,8.17,2.44,2.12,3.24,3.27,2.1,6.34,4.47,2.82,2.13,0,0.62,34.66,5.34,8,5.53,8,15,15,0.63,0.61,0.7,3.62
swan,4.27,5.48,7.73,1.73,6.01,2.06,7.54,1.81,2.31,3.31,9.86,4.7,3.73,14.08,341.61,34.08,7.42,2.06,1.78,3.02,3.28,2.06,7.19,5.01,3.01,2,0,0.55,33.79,6.06,6,6.19,7,16,16,0.77,0.74,0.68,3.8
swan,3.49,4.18,7.68,1.5,5.26,2.42,7.99,1.7,1.91,3.23,9.78,5.43,3.81,14.48,384.64,34.99,7.53,2.09,1.59,3.52,3.45,2.14,7.33,4.73,2.9,1.93,0,0.58,34.41,5.66,7,5.57,8,16,16,0.57,0.64,0.55,3.72
swan,4.57,6.05,9.89,2.08,6.65,2.91,9.81,2.94,3.25,4.08,12.91,6.1,5.82,18.82,568.98,40.91,10.13,2.81,2.39,3.88,4.28,2.99,7.64,4.75,3.79,2.54,0,1.06,40.04,6.78,7,6.72,8,17,17,0.72,0.82,0.76,3.31
swan,4.31,5.22,9.88,2.5,8.33,3.41,10.42,3.04,3.45,4,13.87,7.16,5.62,20.72,758.13,45.09,10.54,3.42,2.57,4.51,4.8,3.38,9.23,6.67,3.95,2.7,0,1.31,43.57,6.54,8,6.59,8,17,17,1.13,1.08,0.86,2.98
swan,4.45,5.33,7.92,1.84,6.29,2.27,8,2.01,2.45,3.73,10.84,5.4,4.32,16.8,451.3,35.7,8.86,2.33,1.6,3.66,4.09,2.7,7.21,5.39,3.26,2.03,0,0.67,35.16,6.06,7,6.05,7,19,19,0.9,0.79,0.78,3.99
swan,3.92,4.75,8.72,1.9,6.51,2.83,8.78,2,2.64,3.45,11.21,5.42,4.74,16.5,452.69,37.92,8.83,2.34,1.79,3.55,3.86,2.68,7.44,5.31,3.2,2.47,0,0.77,36.68,5.79,8,5.92,7,17,17,0.94,0.98,0.93,3.2
swan,3.76,4.63,6.81,1.28,5,2.09,7.9,2.49,2.47,3.69,10.5,5.58,4.5,15.8,456.39,32.03,7.53,1.97,1.67,2.89,3.28,2.37,6.67,4.91,2.42,1.7,0,0.49,31.75,5.59,7,5.63,8,15,15,0.79,0.75,0.67,3.59
swan,3.92,4.81,8.98,1.82,6.83,2.22,8.94,2.34,2.77,3.33,11.42,5.77,4.61,16.53,498.25,38.37,9.28,2.47,2.02,3.48,4.13,2.44,6.91,5.28,3.3,2.34,0,0.83,37.88,5.91,8,6.01,7,17,17,0.9,0.81,0.89,3.37
swan,3.94,5.05,7.56,1.49,5.86,2.25,7.19,1.87,2.11,3.3,9.49,4.5,4.08,13.89,349.2,33.58,7.33,2.06,1.61,2.59,3.3,1.82,6.08,4.1,2.95,2.06,0,0.5,33.46,5.54,5,5.83,6,17,17,0.74,0.84,0.8,3.91
swan,4.3,4.74,11.09,2.09,7.23,2.57,9.25,2.43,3.31,4,12.57,6.98,4.94,18.55,618.66,42.01,9.68,2.69,1.79,3.66,4.54,3,8.66,5.82,4.14,2.77,0,1.15,41.37,6.37,8,6.53,8,19,19,1.15,1.14,1.15,3.24
swan,3.94,5.5,9.66,1.77,6.62,2.45,8.78,2.7,2.76,3.72,11.53,6.25,5.15,17.76,563.14,36.91,8.88,2.32,1.65,3.13,3.79,2.43,6.52,4.78,3.44,2.25,0,0.76,36.29,5.86,6,6.14,6,17,17,0.86,0.87,0.9,3.5
swan,5.3,6.48,10.78,1.99,6.89,2.63,10.77,2.35,3.28,3.8,13.15,6.81,6.01,19.69,683.82,45.38,9.46,2.75,1.81,4.91,5.27,3.55,10.07,7.91,3.94,2.78,0,1.33,42.96,7.35,8,7.29,8,17,17,1.04,0.97,0.84,3.65
swan,4.21,5.39,7.51,1.63,4.85,2.33,8.22,1.65,2.23,3.35,10.3,5.18,4.52,15.26,425.61,34.39,7.2,1.92,1.72,3.67,3.89,2.22,6.9,5,2.7,1.88,0,0.59,33.73,6.11,7,6.2,7,11,11,0.77,0.74,0.71,4.22
swan,4.32,5.09,8.03,1.7,5.38,2.6,7.81,1.54,1.83,3.26,9.68,5.07,3.99,15.4,367.27,34.8,7.79,2.26,2.1,3.15,3.98,2.37,7.78,5.81,3.01,2.13,0,0.61,35,6.4,7,6.59,7,17,17,0.77,0.74,0.81,3.8
swan,3.93,4.77,7.98,2.06,6.32,1.99,8.19,2.49,2.65,3.88,11.47,5.26,4.51,16.08,447.3,36.88,8.95,2.29,1.72,3.12,3.57,2.25,7.21,5.1,2.99,2.11,0,0.66,35.76,6.17,9,6.29,7,18,18,0.84,0.82,0.82,3.32
swan,4.11,4.87,9.12,2.05,6.32,2.24,8.98,2.49,2.91,3.86,11.9,5.65,4.96,17.65,512.18,38.54,8.57,2.45,1.66,3.32,3.96,2.63,7.12,5.51,3.53,2.33,0,0.81,37.23,5.83,7,5.68,7,19,19,0.7,0.66,0.75,3.48
thiemer,5.82,7.32,13.09,2.16,9.43,2.8,12.25,2.9,4.24,5.39,15.96,9.06,7.12,25.5,1183.68,54.75,12.14,3.65,3.61,5.39,6.25,4.78,12.75,8.72,4.98,3.35,0,2.39,55.14,9.25,7,9.42,7,21,21,0.92,0.97,1.02,2.39
thiemer,7.68,9.27,15.36,2.97,12.19,3.89,14.6,3.77,5.65,6.62,20.26,10.74,9.87,33.25,1961.24,63.61,13.74,3.7,3.19,5.72,6.75,4.88,13.85,9.71,5.87,3.88,0,3.77,63.34,10.85,7,10.92,6,20,20,1.23,1.26,1.07,2.11
thiemer,7.97,9.37,18.51,3.31,13.73,4.67,15.82,4.2,6.69,6.86,22.2,9.25,9.98,30.85,1525.33,74.21,15.33,3.73,2.86,6.02,6.89,4.83,13.24,9.33,5.78,4.2,0,4,66.22,10.75,6,10.76,6,20,20,1.64,1.63,1.58,2.38
thiemer,6.96,8.32,17.74,2.89,14.62,4.77,14.54,4.42,6.16,6.88,21.3,10.56,9.28,34.21,2077.3,68.4,16.3,3.82,3.03,6.09,7.26,5.47,14.13,9.93,5.97,3.61,0,4.34,67.21,10.77,8,10.84,8,22,22,1.33,1.33,1.46,2.12
thiemer,6.53,7.87,16.53,2.73,14.22,2.77,14.77,3.96,5.26,6.11,19.93,9.61,9.96,32.04,1816.07,67.81,15.26,3.96,3.46,6.95,7.65,5.44,15.07,10.67,6.18,3.54,0,4.56,68.91,10.42,8,10.08,8,20,20,1.49,1.41,1.35,2.2
thiemer,7.83,8.94,18.93,3.07,13.95,4.38,16.1,3.14,5.21,6.4,20.2,8.54,9.75,30.46,1408.85,70.79,14.48,4.39,4.37,6.5,8.04,5.22,15.26,11.51,6.46,3.87,0,4.96,68.97,11.17,7,11.29,7,21,21,1.42,1.33,1.33,1.9
thiemer,5.72,7.44,14.22,2.19,9.18,2.69,13.48,2.94,4.03,5.38,16.15,10.74,7.42,28.26,1181.75,58.32,12.57,3.7,3.5,5.42,6.45,4.05,11.2,9.15,5.09,3.41,0,2.76,57.72,8.65,11,8.77,13,21,21,1.04,1.11,1.1,2.49
thiemer,7.6,7.53,18.19,2.85,13.63,4.34,14.01,3.81,5.5,5.84,19.75,11.19,9.22,32.72,1901.12,65.73,15.06,4.04,2.95,5.64,6.79,4.73,14.44,10.44,5.77,3.89,0,3.76,65.39,10.51,6,10.65,8,21,21,1.12,1.15,0.84,1.85
thiemer,7.65,9.37,16.38,2.77,12.32,4.16,14.31,3.09,5.3,5.82,18.55,6.94,8.95,27.5,1269.11,66.5,13.98,4.39,4.08,5.71,7.49,5.58,16.04,12.04,6.11,3.42,0,4.24,66.55,10.98,8,11.16,8,20,20,1.2,1.2,1.12,1.88
thiemer,7.92,10.03,17.75,2.91,12.36,4.12,15.8,3.03,5.02,6.15,19.36,9.66,9.63,31.72,1839.79,69.05,13.66,4.92,4.95,7.27,8.03,5.95,15.47,11.84,6.37,4.08,0,5.11,68.49,11.81,6,12.28,7,21,21,1.49,1.37,1.09,1.92
thiemer,7.23,7.72,13.6,2.31,10.08,3.88,12.49,2.84,4.39,5.34,16.84,7.27,6.94,24.55,1050.32,56.87,11.8,3.78,2.96,5.11,6.37,4.19,13.47,8.74,5.88,3.44,0,2.63,56.86,9.97,5,9.95,6,20,20,1.08,1.14,1.33,2.74
thiemer,4.24,4.59,9.02,1.66,7.15,2.36,8.22,1.88,2.8,3.81,11.18,4.35,4.99,16.09,459.26,39.43,8.6,2.28,2.29,3.27,3.98,2.01,8.28,6.25,3.71,2.43,0,0.72,38.54,5.75,7,5.86,7,21,21,0.84,0.87,0.83,5.45
thiemer,7.54,8.44,18.25,2.78,13.18,2.76,14.65,3.18,5.62,5.42,18.99,10.42,9.56,32.19,1743.3,67.58,14.3,4.09,2.62,5.98,7.7,5.09,16.36,11.45,5.87,NA,0,4.31,65.97,11.59,6,11.28,7,22,22,1.17,1.12,0.98,2.28
thiemer,7.46,8.29,16.34,2.93,14.18,4.05,15.42,3.69,6.01,6.28,20.9,10.03,9.53,31.64,1718.41,70.52,15.53,4.24,3.89,6.62,7.84,5.64,13.53,11.02,6.64,4,0,5.13,69.78,10.86,6,11.28,6,17,17,1.55,1.44,1.41,2.07
thiemer,6.77,7.41,17.1,2.03,11.03,3.32,11.96,2.91,4.09,4.73,15.83,7.37,7.22,24.21,1049.77,56.84,12.15,3.11,2.37,3.83,5.33,2.98,12.63,8.56,4.84,3.3,0,2.2,56.18,9.72,7,9.61,7,21,21,1.08,0.97,1.18,2.51
thiemer,4.2,5.74,11.73,1.88,6.77,2.06,9.58,2.39,3.44,4.62,13.1,5.44,5.42,18.77,575.16,43.2,9.89,2.73,2.12,3.61,4.06,2.01,8.46,6.31,4.15,2.84,0,1.08,42.4,7.01,6,7.25,7,22,22,0.75,0.71,0.78,3.29
thiemer,7.74,8.36,19.99,3.04,14.6,3.81,16.16,4.05,5.89,5.75,19.67,12.88,10.28,36.34,2092.64,70.93,15.89,3.77,2.49,6.44,7.36,5.94,14.73,10.72,6.33,4,0,4.75,69.46,11.76,8,11.67,7,19,19,1.56,1.56,1.57,1.89
thiemer,8.1,8.63,17.4,3.04,12.79,3.49,14.48,4.16,5.74,6.2,20.7,10.85,9.44,32.44,1955.93,65.38,15.01,3.88,2.49,5.34,6.87,4.98,13.46,9.35,6.09,3.9,0,3.68,64.51,10.63,6,11.28,6,20,20,1.85,1.82,1.84,2.01
thiemer,6.9,8.08,17.65,3.3,11.72,4.76,15.57,4.14,6.04,6.27,21.41,10.22,10.27,33.66,1922.11,72.4,14.3,3.85,3.32,6.63,8.03,6.07,14.04,11.06,6.69,3.8,0,5.09,71.03,10.82,7,10.01,8,19,19,1.39,1.34,1.46,2.48
thiemer,5.62,7.31,15.32,2.26,11.42,3.55,13.02,2.9,4.58,5.39,16.52,9.95,7.67,27.38,1219.29,59.76,12.05,3.46,3.24,5.77,6.69,4.92,12.76,10.12,4.88,2.92,0,2.87,57.67,9.71,7,9.7,7,22,22,0.92,0.83,1,3.18
thiemer,7.15,8.83,19.2,2.94,13.34,5.01,16.6,3.64,6.56,6.61,21.73,12.44,8.69,33.08,1947.47,75.33,14.51,4.43,4.11,8.03,8.9,6.11,17.06,12.73,6.69,3.81,0,5.98,72.75,11.07,7,11.06,8,21,21,1.58,1.46,1.55,1.85
thiemer,8.36,8.85,18.97,3.28,13.64,4.92,15.62,4.03,5.77,6.56,21.15,9.7,11.09,34.09,2047.22,75.69,13.89,4.39,4.37,6.2,8.19,6.2,15.69,12.12,6.18,4.07,0,5.02,74.77,11.86,7,11.43,7,17,17,1.35,1.45,1.26,1.91
thiemer,6.44,7.91,13.63,2.19,8.36,2.83,11.36,2.69,3.99,5.33,15.52,7.02,7.02,23.52,889.05,54.62,11.58,3.22,2.85,4.24,5.78,3.31,12.11,8.66,4.9,2.72,0,2.12,54.5,10.03,7,10.21,7,20,20,1.04,0.97,1.08,2.85
thiemer,7.07,8.57,13.58,2.6,10.29,4.55,13.98,3,4.02,5.61,16.91,7.59,8.42,27.53,1276.64,60.57,12.89,3.92,3.83,6.45,7.26,5.06,13.51,9.94,6,3.69,0,3.6,60.12,10.79,9,10.64,8,19,19,0.96,1.12,0.99,2.15
thiemer,3.78,4.63,8.26,1.59,6.16,2.68,10.87,1.75,2.66,4,10.87,5.57,5.24,17.33,560.67,44.42,10.17,2.39,2.56,4.64,5.15,2,5.32,5.44,2.94,1.92,0,1.52,44,7.22,5,7.15,6,16,16,0.82,0.81,0.78,3.32
thiemer,7.62,8.73,18.31,2.89,13.13,3.63,15.84,3.18,4.57,6.44,19.45,11.78,9.76,34.66,2181.69,71.03,14.62,4.27,3.6,7.13,8.16,5.84,17.17,12.25,5.23,3.46,0,5.15,70.59,11.36,8,11.26,8,21,21,1.21,1.04,1.06,2.43
thiemer,6.87,7.81,15.37,2.85,11.64,3.65,14.54,3.89,5.32,5.51,18.9,7.84,8.15,27.01,1146.39,64.43,12.57,3.57,3.18,5.96,6.54,3.79,13.62,9.93,5.82,3.94,0,3.45,63.03,11.34,8,11.31,8,21,21,1.38,1.39,1.39,2.5
thiemer,6.97,7.12,16.63,2.71,9.93,2.95,13.17,4.19,6.07,6.27,20.88,8.82,9.04,27.33,1301.74,67.08,15.44,3.79,2.64,5.63,7.08,4.94,13.47,9.78,6.01,3.77,0,3.53,66.07,10.92,6,11.14,7,20,20,1.66,1.38,1.46,2.11
thiemer,6.15,7.02,13.09,2.14,10.22,3.31,10.93,3.04,3.65,5.57,14.93,6.15,7.53,22.64,843.87,51.29,11.16,3.01,2.53,4.07,5.04,3.57,10.91,7.77,4.83,3.11,0,1.68,49.93,8.95,7,8.86,8,19,19,1.13,1.01,1.11,2.58
thiemer,5.25,6.94,11.83,1.88,9.4,3.4,10.12,2.62,3.44,4.59,14.04,NA,NA,NA,NA,50.8,10.75,2.72,2.33,3.71,4.75,2.77,11.26,8.24,4.67,2.81,0,1.54,49.66,8.73,8,8.64,8,21,19 two along bottom left behind; count confirmed,1.07,0.98,1.15,2.45
thiemer,8.46,9.03,16.93,2.72,13.7,3.99,14.59,3.67,5.33,6.25,19.22,12.48,9.2,34.06,2060.28,67.64,14.71,3.61,2.45,5.57,7.11,4.83,14.14,9.95,5.94,3.94,0,3.94,65.73,11.09,8,10.96,8,21,21,1.38,1.29,1.16,2.54
thiemer,6.78,7.51,17.3,2.64,13.34,3.71,14.38,3.85,4.83,6.07,18.32,11.31,9.33,32.42,1816.41,66.93,14.61,4.58,3.95,7.37,7.55,5.51,15.13,10.87,5.91,3.83,0,4.02,65.71,9.92,7,10,8,20,20,1.51,1.37,1.36,2.28
thiemer,5.43,6.35,12.38,1.66,6.4,2.93,9.56,2.26,3.56,4.12,12.43,5.7,6.11,19.76,654.21,46.94,10.31,2.79,2.07,3.55,4.46,2.98,10.03,7.12,4.04,2.57,0,1.24,46.14,7.41,7,7.66,7,21,21,0.93,0.94,0.9,3.43
thiemer,6.63,8.23,17.67,3.06,12.77,4.21,14.57,4.54,6.09,5.73,20.22,11.03,10.61,34.31,2131.53,66.84,14.89,3.59,2.2,6.16,7.35,5.37,14.5,10.95,6.48,4.08,0,4.19,65.19,9.75,6,10.27,5,19,19,1.48,1.53,1.57,2
thiemer,5.25,6.47,13.53,2.27,8.67,3.76,12.67,2.85,4.07,5.25,15.58,7.21,7.41,23.89,1027.89,56.43,11.39,3.49,2.67,6.05,6.4,4.23,11.3,8.98,4.87,3.14,0,2.76,56.07,8.2,8,8.29,7,20,20,0.94,0.82,0.8,2.25
thiemer,7.84,8.88,19.29,2.81,13.27,4.55,14.84,3.56,5.61,6.67,20.11,10.09,9.58,32.73,1857.41,68.32,15.82,4.72,3.85,6.75,7.56,5.23,14.69,10.25,6.34,4.64,0,4.72,67.34,11.11,7,11.38,6,21,21,1.39,1.34,1.25,2.18
thiemer,7.89,8.48,16.31,2.49,10.44,4.37,14.03,3.13,4.81,6.06,18.91,9.79,9.47,30.35,1617.56,66.13,14.18,4.22,3.93,6.2,7.14,5.19,14.11,10.92,5.51,3.51,0,3.64,64.17,11.42,7,11.72,7,21,21,1.03,0.97,0.85,2.86
thiemer,7.36,8.06,17.19,2.61,12.3,3.84,14.72,3.44,5.95,6.63,20.37,11.97,10.39,35.32,2025.29,69.17,13.78,4.28,3.39,6.38,7.89,5.67,15.37,10.97,6.04,4.14,0,4.36,68.28,9.9,7,10.3,7,20,18 two along bottom left behind; count confirmed,1.79,1.6,1.87,1.78
thiemer,5.74,7.83,17.23,2.9,12.86,4.4,15.24,3.7,5.62,6.14,20.23,11.85,9.08,32.09,1855.26,68.52,15.58,4.81,4.49,7.11,7.54,4.92,14.7,10.38,6.7,4.32,0,4.48,68.38,10.44,8,10.17,8,19,19,1.15,1.35,1.21,1.95
thiemer,7.95,8.99,18.49,2.9,14.8,4.61,14.86,4.53,6.38,6.45,21.56,10.87,10,35.06,2245.75,73.01,17.37,4.57,3.29,5.93,7.25,4.77,15.09,11.49,6.9,4.3,0,4.57,71.55,11.5,7,11.45,7,20,20,1.49,1.36,1.51,2.18
village.bay,3.8,4.6,9.46,1.58,7.19,2.03,8.97,1.79,2.59,4,11.37,5.39,3.34,14.65,397.7,43.37,9.38,2.42,1.83,3.86,4.26,2.6,8.88,6.24,3.8,2.36,0,1.13,43.34,NA,6,5.97,7,18,18,1.07,1.07,1.2,3.29
village.bay,3.59,4.14,9.46,1.59,6.66,2.01,8.59,2.6,3.45,3.9,12.39,3.75,4.28,13.6,385.92,38.68,9.64,2.53,1.37,3.8,3.94,2.64,8.02,5.68,3.39,2.48,0,0.83,38.87,NA,6,5.51,7,21,18 three along bottom of mouth left behind; count confirmed,1.23,0.9,0.92,3.76
village.bay,3.68,3.93,10.19,1.6,7.81,1.87,9.03,2.13,3.29,4.33,12.79,5.73,4.93,17.6,644.67,42.2,10.02,2.52,1.65,4.71,3.76,2.14,7.79,5.76,3.15,2.46,0,0.95,40.69,NA,8,5.2,8,20,20,1.05,1,1.05,3.36
village.bay,3.73,5.28,10.54,1.84,9.77,3.13,9.48,2.68,3.86,4.76,14.07,6.47,5.37,20.27,810.17,46.25,10.64,2.95,2.43,3.79,4.08,2.18,7.93,6.27,3.91,2.72,0,1.27,45.46,NA,8,6.59,7,21,21,1.08,1.02,1.12,3.05
village.bay,3.88,5.09,11.4,1.66,7.94,2.65,8.91,2.39,3.45,4.82,13.43,8.03,5.16,21.46,903.19,44.96,10.3,2.6,2.13,3.65,4.05,2.8,8.38,5.76,3.89,2.63,0,1.11,44.09,NA,8,6,8,19,19,1.16,1.02,1.12,3.52
village.bay,3.47,4.02,8.64,1.69,7.54,2.44,8.4,2.1,3.22,4.16,11.98,6.3,4.48,18.84,536.82,39.66,9.45,2.75,1.47,3.71,3.75,2.03,7.4,4.94,3.08,2.4,0,0.79,39.4,NA,7,5.21,7,21,21,0.87,0.9,0.89,4.09
village.bay,3.2,3.93,11.75,1.63,7.14,2,9.39,2.16,3.2,4.15,12.35,6.44,4.73,19.15,729.33,45.61,9.59,2.88,1.95,3.59,4.15,2.78,9.61,6.93,4.09,2.65,0,1.31,44.46,NA,7,5.65,7,19,19,0.82,0.73,1.01,2.71
village.bay,2.35,3.64,8.94,1.63,6.45,2.16,8.16,1.81,2.77,3.59,11.13,5.27,4.19,16,511.26,41.06,8.49,2.12,1.72,3.32,3.47,2.05,6.87,5.28,3.51,2.5,0,0.78,40.22,NA,6,4.52,7,18,18,0.94,0.89,0.87,4.28
village.bay,3.04,4.09,9.5,1.77,7.83,2.03,8.96,2.3,3.44,4.77,13.55,7.65,4.94,20.11,863.95,44.28,10.32,2.7,2.18,3.54,4.06,2.5,8.42,6.07,4.02,2.98,0,1.15,44.03,NA,8,5.33,8,20,20,0.79,0.8,0.8,3.39
village.bay,3.88,4.69,11.79,1.89,9.14,2.63,9.8,2.76,4.23,4.45,14.43,7.36,5.58,20.18,892.49,45.81,10.41,2.98,2.43,4.03,4.11,2.54,9.82,7.11,4.67,3.23,0,1.38,44.8,NA,6,6.59,7,20,20,1.4,1.32,1.22,3.49
